北辰,果园新村,红郡雅苑,57.78,1室1厅1卫,,北,有,民水,商电,有,集中供暖,季付,1800,1800,0,需咨询,"['新上', '集中供暖', '非居住房屋']"
塘沽,杭州道,泰和城,93.00,2室1厅1卫,精装修,南 北,无,民水,民电,有,集中供暖,季付,2700,2700,0,需咨询,"['近地铁', '精装', '集中供暖']"
北辰,果园新村,红郡雅苑,57.78,1室1厅1卫,,北,有,民水,商电,有,集中供暖,季付,1800,1800,0,需咨询,"['新上', '集中供暖', '非居住房屋']"
武清,静湖,万城聚豪,213.83,4室3厅2卫,,南,无,民水,民电,有,集中供暖,年付,1000,1000,0,需咨询,"['集中供暖', '双卫生间', '随时看房']"
北辰,果园新村,红郡雅苑,57.78,1室1厅1卫,,北,有,民水,商电,有,集中供暖,季付,1800,1800,0,需咨询,"['新上', '集中供暖', '非居住房屋']"
和平,劝业场,新疆路三号公寓,12.00,4室1厅3卫,精装修,南,有,民水,民电,有,集中供暖,月付,1400,1400,140,0,"['公寓', '精装', '独立阳台', '集中供暖', '押一付一']"
滨海新区,中新生态城,力高阳光海岸,87.17,2室2厅1卫,精装修,南,有,民水,民电,有,集中供暖,季付,2400,2400,0,需咨询,"['精装', '集中供暖']"
河北,望海楼,金海岸公寓,145.00,1室1厅1卫,,南,有,民水,民电,有,集中供暖,季付,4500,4500,0,需咨询,"['集中供暖', '随时看房']"
武清,武清其它,碧桂园莫奈的湖,86.00,2室2厅1卫,精装修,西,有,民水,民电,有,集中供暖,半年付,1000,1000,0,需咨询,"['精装', '集中供暖']"
北辰,果园新村,红郡雅苑,57.78,1室1厅1卫,,北,有,民水,商电,有,集中供暖,季付,1800,1800,0,需咨询,"['新上', '集中供暖', '非居住房屋']"
滨海新区,中新生态城,东方文化广场,60.00,1室1厅1卫,精装修,南 北,有,商水,商电,有,自采暖,季付,1600,1600,0,需咨询,"['精装', '非居住房屋']"
河西,尖山,瑞江花园菊苑,19.70,4室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1396,1396,139.6,0,"['公寓', '近地铁', '精装', '集中供暖', '押一付一', '随时看房']"
河西,尖山,瑞江花园菊苑,19.70,4室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1396,1396,139.6,0,"['公寓', '近地铁', '精装', '集中供暖', '押一付一', '随时看房']"
河西,挂甲寺,新城小区,39.91,1室1厅1卫,,东,无,民水,民电,有,集中供暖,季付,1400,1400,0,需咨询,"['新上', '近地铁', '集中供暖', '随时看房']"
北辰,北仓镇,天辰公寓,53.16,2室1厅1卫,,南 北,无,民水,民电,有,集中供暖,季付,1300,1300,0,需咨询,['集中供暖']
南开,王顶堤,迎水东里,26.42,1室0厅1卫,,北,无,民水,民电,有,集中供暖,季付,2800,2800,0,需咨询,"['近地铁', '集中供暖', '随时看房']"
河西,柳林街,东江南里,12.25,2室1厅1卫,精装修,北,无,民水,民电,有,集中供暖,月付,1354,1354,135.4,0,"['公寓', '近地铁', '精装', '集中供暖', '押一付一', '随时看房']"
红桥,丁字沽街,春至里,56.00,1室1厅1卫,,东南,无,民水,民电,有,集中供暖,季付,1300,1300,0,需咨询,"['近地铁', '集中供暖', '随时看房']"
河东,太阳城,紫玉园,15.10,4室1厅1卫,精装修,南,无,民水,民电,有,集中供暖,月付,1848,1848,184.8,0,"['公寓', '独立卫生间', '近地铁', '精装', '集中供暖', '押一付一', '随时看房']"
宝坻,马家店,潮南花园,75.00,2室1厅1卫,,南 北,无,暂无数据,暂无数据,有,集中供暖,年付,550,550,0,需咨询,['集中供暖']
河西,挂甲寺,新城小区,39.91,1室1厅1卫,,东,无,民水,民电,有,集中供暖,季付,1400,1400,0,需咨询,"['新上', '近地铁', '集中供暖', '随时看房']"
河东,中山门街,互助南里,36.00,1室1厅1卫,,南,无,民水,民电,有,集中供暖,季付,1300,1300,0,需咨询,['集中供暖']
和平,南市,新福方里,58.64,2室1厅1卫,精装修,东南,有,民水,民电,有,集中供暖,季付,3800,3800,0,需咨询,"['新上', '精装', '集中供暖']"
和平,南市,新福方里,58.64,2室1厅1卫,精装修,东南,有,民水,民电,有,集中供暖,季付,3800,3800,0,需咨询,"['新上', '精装', '集中供暖']"
津南,辛庄,首创悦山郡,11.50,3室1厅1卫,精装修,南,有,民水,民电,有,集中供暖,月付,934,934,93.4,0,"['公寓', '精装', '集中供暖', '押一付一', '随时看房']"
