101122835522,"['河西', '下瓦房']",龙海公寓,450,42357,106.24,2室2厅,平层,南 北,其他,"
39011元/㎡
",暂无数据,板楼/塔板结合,27栋
101122833497,"['河西', '下瓦房']",晶采大厦,205,33454,61.28,1室1厅,平层,东,其他,"
28810元/㎡
",暂无数据,塔楼,3栋
101122809063,"['河北', '建昌道']",富瀛洲花园,198,16261,121.77,3室2厅,平层,南 西 北,简装,"
16141元/㎡
",暂无数据,塔楼/板楼/塔板结合,26栋
101122774703,"['武清', '东蒲洼街']",泽信公馆,135,15241,88.58,2室2厅,平层,南,毛坯,"
14240元/㎡
",暂无数据,板楼/塔板结合,10栋
101122783326,"['武清', '高村']",首创国际半岛伊维萨小镇,65,7292,89.14,2室1厅,平层,南,毛坯,"
10087元/㎡
",暂无数据,板楼,101栋
101122802074,"['河东', '春华街']",双赢大厦,99,12823,77.21,1室1厅,平层,南,精装,"
14417元/㎡
",暂无数据,板楼,1栋
101122789751,"['武清', '黄庄']",鸿坤原乡郡,99,12436,79.61,2室1厅,平层,南 北,精装,"
12276元/㎡
",暂无数据,塔楼/板楼/塔板结合,73栋
101122779426,"['滨海新区', '新村街']",惠安里,135,30634,44.07,1室1厅,平层,东 西,其他,"
28760元/㎡
",暂无数据,板楼/塔板结合,16栋
101122813629,"['河西', '柳林街']",骊山里,140,26032,53.78,2室1厅,平层,南,其他,"
27213元/㎡
",暂无数据,塔楼/板楼,15栋
101122764057,"['河西', '挂甲寺']",红楼里,120,19621,61.16,2室1厅,平层,北 南,其他,"
29484元/㎡
",暂无数据,板楼,10栋
101122757291,"['河西', '津门湖']",海逸长洲瀚景园,298,34210,87.11,2室2厅,平层,南,精装,"
30368元/㎡
",暂无数据,板楼,13栋
101122828126,"['河北', '鸿顺里街']",日远里,120,16598,72.3,2室1厅,平层,南 北,其他,"
18300元/㎡
",暂无数据,板楼,5栋
101122766908,"['河西', '友谊路']",柳江南里,144,23268,61.89,2室1厅,平层,南 北,其他,"
26248元/㎡
",暂无数据,板楼,2栋
101122792816,"['河东', '唐家口']",金堂南里,94,15509,60.61,2室1厅,平层,东,其他,"
18858元/㎡
",暂无数据,板楼,8栋
