101122832435,"['河东', '大王庄']",祥云名轩,500,38134,131.12,4室1厅,平层,南 北,其他,"
33560元/㎡
",暂无数据,板楼,1栋
101122833497,"['河西', '下瓦房']",晶采大厦,205,33454,61.28,1室1厅,平层,东,其他,"
28810元/㎡
",暂无数据,塔楼,3栋
101122817297,"['河北', '建昌道']",富瀛洲花园,170,19629,86.61,2室1厅,平层,南 北,其他,"
16141元/㎡
",暂无数据,塔楼/板楼/塔板结合,26栋
101122793516,"['河西', '友谊路']",清泽园,495,41038,120.62,3室2厅,平层,南 北,其他,"
42056元/㎡
",暂无数据,板楼,6栋
101122764060,"['和平', '小白楼']",融御融景华庭,596,54810,108.74,2室1厅,平层,西南,其他,"
53879元/㎡
",暂无数据,板楼,3栋
101122785482,"['河东', '唐家口']",欣荣馨苑,130,20570,63.2,2室1厅,平层,西北,其他,"
20223元/㎡
",暂无数据,塔楼/板楼,8栋
101122724380,"['北辰', '北仓镇']",荣康园,75,9041,82.96,2室1厅,平层,南 北,简装,"
9704元/㎡
",暂无数据,塔楼/板楼,26栋
101122733074,"['河北', '铁东路']",敬贤里,90,14733,61.09,1室1厅,平层,南,其他,"
16255元/㎡
",暂无数据,板楼,17栋
101122806924,"['武清', '下朱庄']",龙盛园,140,14383,97.34,3室2厅,平层,南 北,其他,"
16490元/㎡
",暂无数据,板楼/塔板结合,16栋
101122727484,"['河东', '太阳城']",太阳城皓阳园,280,22863,122.47,3室2厅,平层,南 北,简装,"
23989元/㎡
",暂无数据,板楼,17栋
101122695969,"['北辰', '宜兴埠']",远洋未来城明煦苑,167,16198,103.1,3室2厅,平层,南 北,其他,"
17187元/㎡
",暂无数据,板楼/塔板结合,25栋
101122716737,"['滨海新区', '中新生态城']",世茂璟苑,125,15336,81.51,2室1厅,平层,南 北,精装,"
17781元/㎡
",暂无数据,板楼,63栋
101122684803,"['西青', '李七庄']",融侨观澜,365,27452,132.96,3室2厅,平层,南 北,精装,"
27369元/㎡
",暂无数据,板楼,15栋
101122689507,"['和平', '劝业场']",阅和平,480,70870,67.73,2室1厅,平层,南 北,精装,"
72931元/㎡
",暂无数据,塔楼,1栋
101122801949,"['东丽', '华明镇']",华润橡树湾香润轩,65,11196,58.06,1室1厅,平层,西南,其他,"
11843元/㎡
",暂无数据,板楼/塔板结合,17栋
101122778525,"['南开', '鼓楼街']",如意大厦,218,37432,58.24,1室1厅,平层,北,其他,"
38649元/㎡
",暂无数据,塔楼,2栋
101122748475,"['南开', '体育中心街']",奥城公寓,90,15930,56.5,1室1厅,暂无数据,南,精装,"
16547元/㎡
",暂无数据,塔楼/板楼/塔板结合,8栋
101122705542,"['南开', '华苑']",天华里社区,218,31143,70,1室1厅,平层,南,其他,"
33563元/㎡
",暂无数据,塔楼/板楼,37栋
101122769295,"['西青', '中北镇']",金隅满堂,188,20151,93.3,3室2厅,平层,南 北,精装,"
23937元/㎡
",暂无数据,板楼/塔板结合,67栋
101122753031,"['津南', '海河教育园区']",仁恒滨河湾,213,16966,125.55,3室2厅,平层,南 北,其他,"
17343元/㎡
",暂无数据,板楼/塔板结合,26栋
101122759347,"['东丽', '万新街']",海颂园,59,12461,47.35,1室1厅,平层,南,简装,"
14808元/㎡
",暂无数据,塔楼/板楼/塔板结合,36栋
101122742704,"['西青', '张家窝']",社会山南苑,127,13717,92.59,3室2厅,平层,南 北,其他,"
17199元/㎡
",暂无数据,板楼,60栋
101122701902,"['南开', '长虹街']",水郡花园,175,26179,66.85,1室1厅,平层,南,精装,"
28876元/㎡
",暂无数据,塔楼/板楼,10栋
101122738689,"['南开', '广开街']",格调春天,750,50615,148.18,3室1厅,平层,南 北,精装,"
47821元/㎡
",暂无数据,板楼,34栋
101122711829,"['东丽', '华明镇']",悦园,26,7898,32.92,1室0厅,平层,南,其他,"
8433元/㎡
",暂无数据,板楼,13栋
101122832035,"['河北', '鸿顺里街']",中山大厦,98,17661,55.49,1室1厅,平层,西北,其他,"
17511元/㎡
",暂无数据,塔楼,1栋
101122809543,"['红桥', '西沽街']",河怡花园,220,18494,118.96,2室1厅,平层,南 北,其他,"
17180元/㎡
",暂无数据,塔楼/塔板结合,25栋
101122817273,"['津南', '辛庄']",鑫港园,59,9753,60.5,1室1厅,平层,南,精装,"
10286元/㎡
",暂无数据,板楼,23栋
101122793360,"['津南', '咸水沽']",华远景瑞海蓝城,103,11606,88.75,2室1厅,平层,南,其他,"
13246元/㎡
",暂无数据,板楼/塔板结合,31栋
101122763511,"['武清', '体育中心']",雍鑫莱茵翠景,330,24458,134.93,3室2厅,平层,南 北,精装,"
25509元/㎡
",暂无数据,板楼/塔板结合,20栋
101122785433,"['北辰', '瑞景居住区']",奥林匹克花园玉兰苑,279,20094,138.85,3室2厅,平层,南 北,精装,"
19072元/㎡
",暂无数据,塔楼/板楼/塔板结合,33栋
101122723922,"['红桥', '西营门']",和苑家园雅和园,105,12278,85.52,2室1厅,平层,南,其他,"
14217元/㎡
",暂无数据,塔板结合,13栋
101122733034,"['河东', '向阳楼']",阳光星期8昕旺南苑,240,25877,92.75,2室1厅,平层,南 北,精装,"
22226元/㎡
",暂无数据,板楼,15栋
101122684784,"['红桥', '西沽街']",河怡花园,169,19266,87.72,2室1厅,平层,南 北,精装,"
17180元/㎡
",暂无数据,塔楼/塔板结合,25栋
101122727426,"['津南', '辛庄']",汀芳花园,83,8676,95.67,2室1厅,平层,南,其他,"
9937元/㎡
",暂无数据,板楼,16栋
101122806761,"['北辰', '宜兴埠']",未来城沁雅苑,185,20717,89.3,3室2厅,平层,南 北,精装,"
20223元/㎡
",暂无数据,板楼/塔板结合,22栋
101122801396,"['武清', '体育中心']",盛世睿园,110,12276,89.61,2室2厅,平层,南,其他,"
13304元/㎡
",暂无数据,塔楼/板楼/塔板结合,21栋
101122716653,"['和平', '南营门街']",吉利花园,359,66953,53.62,1室1厅,平层,西南,其他,"
76258元/㎡
",暂无数据,塔楼/板楼/塔板结合,13栋
101122695835,"['滨海新区', '中新生态城']",ParkTower景杉,186,14410,129.08,3室2厅,平层,南 北,精装,"
15001元/㎡
",暂无数据,板楼,14栋
101122689497,"['蓟州', '人民公园']",东方明珠苑,150,10496,142.92,3室2厅,平层,南 北,其他,"
9592元/㎡
",暂无数据,塔楼,6栋
101122748456,"['东丽', '金钟街']",溪水湾花园,155,17305,89.57,2室1厅,平层,南,精装,"
17959元/㎡
",暂无数据,板楼/塔板结合,8栋
101122777986,"['河西', '新梅江']",全运村锦葵园,412,42567,96.79,3室1厅,平层,南,其他,"
41035元/㎡
",暂无数据,板楼/塔板结合,8栋
101122769287,"['东丽', '万新街']",季景家园,132,14242,92.69,2室2厅,平层,北 南,其他,"
13896元/㎡
",暂无数据,板楼/塔板结合,19栋
101122701230,"['河西', '东海街']",兰江新苑,152,27403,55.47,1室1厅,平层,东南,其他,"
28179元/㎡
",暂无数据,塔楼/板楼,16栋
101122705325,"['津南', '辛庄']",鑫庭花园,78,8174,95.43,2室1厅,平层,南,其他,"
9021元/㎡
",暂无数据,塔板结合,4栋
101122738582,"['南开', '长虹街']",水郡花园,152,34727,43.77,1室1厅,平层,南,精装,"
28876元/㎡
",暂无数据,塔楼/板楼,10栋
101122759329,"['河西', '陈塘庄']",天房美棠,608,41759,145.6,4室2厅,平层,南 北,其他,"
38762元/㎡
",暂无数据,板楼,19栋
101122752587,"['南开', '王顶堤']",南开华府,342,37451,91.32,2室1厅,平层,南 北,其他,"
35533元/㎡
",暂无数据,板楼,6栋
101122742578,"['河西', '挂甲寺']",海景芯苑,230,28128,81.77,2室1厅,平层,南,其他,"
27514元/㎡
",暂无数据,塔板结合,2栋
101122711756,"['南开', '水上公园街']",天房崇德园,1295,70137,184.64,4室2厅,平层,南 北,毛坯,"
55999元/㎡
",暂无数据,板楼,26栋
101122831489,"['武清', '黄庄']",世茂国风雅颂,130,10226,127.13,3室2厅,平层,南 北,毛坯,"
12563元/㎡
",暂无数据,板楼/塔板结合,81栋
101122804695,"['津南', '咸水沽']",宝业馨苑,65,7789,83.46,2室1厅,平层,南,其他,"
8319元/㎡
",暂无数据,塔楼,35栋
101122816967,"['南开', '嘉陵道街']",博雅轩人才公寓,380,29700,127.95,2室2厅,平层,南 北,其他,"
29650元/㎡
",暂无数据,塔楼/板楼/平房,6栋
101122793154,"['北辰', '宜兴埠']",荔红花园,92,11720,78.5,2室1厅,平层,南 北,精装,"
13218元/㎡
",暂无数据,板楼,17栋
101122785363,"['武清', '黄庄']",品澜花苑,200,14842,134.76,3室2厅,平层,南 北,其他,"
14680元/㎡
",暂无数据,塔楼/板楼/塔板结合,58栋
101122763428,"['武清', '杨村']",五一阳光锦园,100,13658,73.22,2室1厅,平层,南,精装,"
15130元/㎡
",暂无数据,塔楼/板楼/塔板结合,35栋
101122723893,"['津南', '海河教育园区']",融创中央学府东区,170,15527,109.49,3室2厅,平层,南 北,毛坯,"
17726元/㎡
",暂无数据,塔楼/板楼/塔板结合,60栋
101122732831,"['南开', '体育中心街']",阳光壹佰东园,260,21310,122.01,2室2厅,平层,南,精装,"
23591元/㎡
",暂无数据,塔楼/板楼,18栋
101122801383,"['滨海新区', '解放路']",中国塘,185,20831,88.81,2室1厅,平层,南,其他,"
21834元/㎡
",暂无数据,塔楼/板楼,9栋
101122684680,"['滨海新区', '北塘街']",暖塘·欣康苑,83.5,9815,85.08,2室2厅,平层,南,其他,"
9718元/㎡
",暂无数据,塔板结合,17栋
101122716629,"['北辰', '北仓镇']",荣翔园,75,10248,73.19,2室1厅,平层,南 北,其他,"
9580元/㎡
",暂无数据,塔楼/板楼,18栋
101122727398,"['河北', '新开河']",格调艺术领地,137,19253,71.16,1室1厅,平层,东南,精装,"
22237元/㎡
",暂无数据,板楼/塔板结合,12栋
101122806687,"['滨海新区', '中新生态城']",和畅园(滨海新区),115,11957,96.18,2室1厅,平层,南 北,精装,"
12602元/㎡
",暂无数据,板楼/塔板结合,15栋
101122695135,"['东丽', '万新街']",舒畅园,118,15307,77.09,2室2厅,平层,东 南 北 西,其他,"
15493元/㎡
",暂无数据,塔楼/板楼,18栋
101122689493,"['滨海新区', '中新生态城']",众美青城,155,17770,87.23,2室2厅,平层,南 北,精装,"
19798元/㎡
",暂无数据,板楼,35栋
101122748452,"['滨海新区', '中新生态城']",和畅园(滨海新区),75,12821,58.5,1室1厅,平层,南,精装,"
12602元/㎡
",暂无数据,板楼/塔板结合,15栋
101122769192,"['河北', '光复道']",瑞海名苑,590,37241,158.43,3室2厅,平层,南 北,简装,"
35173元/㎡
",暂无数据,板楼,19栋
101122701144,"['北辰', '双街']",融创东岸名郡,140,13799,101.46,3室2厅,平层,南 北,其他,"
11620元/㎡
",暂无数据,塔楼/板楼,81栋
101122777944,"['武清', '下朱庄']",亿馨园,110,12261,89.72,3室2厅,平层,南 北,其他,"
13281元/㎡
",暂无数据,板楼,7栋
101122738531,"['武清', '武清其它']",畔水庭苑,95,7951,119.49,3室2厅,平层,南,其他,"
8020元/㎡
",暂无数据,板楼,89栋
101122759281,"['滨海新区', '杭州道']",碧海长住,126,12711,99.13,2室1厅,平层,南 北,其他,"
13591元/㎡
",暂无数据,板楼,8栋
101122742371,"['北辰', '北仓镇']",荣欢园,52,8472,61.38,1室1厅,平层,南,其他,"
9359元/㎡
",暂无数据,塔板结合,14栋
101122705131,"['南开', '万兴街']",春晓花园,247,28499,86.67,2室1厅,平层,南,毛坯,"
30485元/㎡
",暂无数据,塔楼/板楼/塔板结合,8栋
