105115746600,"['南山区', '华侨城']",海景花园,630,67604,93.19,2室1厅,平层,西南,简装,暂无价格,1992-1993年,塔楼,4栋,imgs/sz/sz_p35_0.jpg
105115746580,"['盐田区', '沙头角']",倚山花园二期,暂无价格,暂无价格,76.8,2室1厅,平层,西南,其他,暂无价格,2001-2015年,板楼,2栋,imgs/sz/sz_p35_1.jpg
105115947613,"['龙岗区', '坪地']",君胜熙珑山,320,35952,89.01,3室2厅,平层,西南,精装,暂无价格,2014-2019年,塔楼,14栋,imgs/sz/sz_p3_0.jpg
105115932399,"['龙岗区', '龙岗双龙']",一城峰景,220,29618,74.28,2室1厅,平层,东南,其他,暂无价格,2009年,塔板结合,1栋,imgs/sz/sz_p1_0.jpg
105115920333,"['盐田区', '盐田港']",山海四季城·公园道,420,47641,88.16,4室2厅,平层,南 北,其他,暂无价格,2001-2017年,塔楼/板楼,4栋,imgs/sz/sz_p5_0.jpg
105115917681,"['罗湖区', '春风路']",置地逸轩,149,50372,29.58,1室0厅,平层,东,简装,暂无价格,1999-2005年,塔板结合,3栋,imgs/sz/sz_p7_0.jpg
105115903881,"['盐田区', '沙头角']",新天富山海华庭,660,33576,196.57,5室2厅,平层,东南,简装,暂无价格,2003-2004年,塔板结合,1栋,imgs/sz/sz_p9_0.jpg
105115876481,"['罗湖区', '布心']",观山盛苑,270,48043,56.2,1室1厅,平层,西南,其他,暂无价格,1995-2023年,塔楼/板楼/塔板结合,5栋,imgs/sz/sz_p13_0.jpg
105115892310,"['南山区', '南头']",光大村,380,55177,68.87,2室2厅,平层,南,简装,暂无价格,1989-1998年,板楼/塔板结合,15栋,imgs/sz/sz_p11_0.jpg
105115855621,"['福田区', '华强北']",海馨苑,暂无价格,暂无价格,111.2,3室2厅,平层,南,精装,暂无价格,2009-2010年,塔楼/塔板结合,11栋,imgs/sz/sz_p17_0.jpg
.jpg
105115830145,"['龙华区', '红山']",华业玫瑰四季馨园二期,暂无价格,暂无价格,51.21,2室2厅,平层,西南,精装,暂无价格,2013-2017年,塔楼,3栋,imgs/sz/sz_p21_0.jpg
105115805908,"['龙岗区', '布吉关']",万科红四期,暂无价格,暂无价格,89.28,3室1厅,平层,东南,其他,暂无价格,2013-2016年,板楼/塔板结合,5栋,imgs/sz/sz_p25_0.jpg
105115796500,"['龙岗区', '横岗']",新秀苑,暂无价格,暂无价格,96.68,3室2厅,平层,东南,简装,暂无价格,2003年,塔板结合,5栋,imgs/sz/sz_p27_0.jpg
105115783360,"['福田区', '华强北']",桑达大厦,暂无价格,暂无价格,33.07,1室0厅,平层,南,其他,暂无价格,1991年,塔楼/板楼,1栋,imgs/sz/sz_p29_0.jpg
105115841183,"['南山区', '后海']",金海岸大厦,暂无价格,暂无价格,38.61,1室1厅,平层,东,精装,暂无价格,2003-2005年,塔楼,2栋,imgs/sz/sz_p19_0.jpg
105115771841,"['龙岗区', '坂田']",佳兆业悦峰2期,暂无价格,暂无价格,86.44,3室1厅,平层,南,精装,暂无价格,2015年,塔板结合,2栋,imgs/sz/sz_p31_0.jpg
105115733312,"['坪山区', '坪山']",深业御园,暂无价格,暂无价格,87.73,3室2厅,平层,东南,其他,暂无价格,2012-2013年,板楼/塔板结合,6栋,imgs/sz/sz_p37_0.jpg
105115746600,"['南山区', '华侨城']",海景花园,630,67604,93.19,2室1厅,平层,西南,简装,暂无价格,1992-1993年,塔楼,4栋,imgs/sz/sz_p35_0.jpg
105115762205,"['南山区', '深圳湾']",阳光海滨花园,暂无价格,暂无价格,133.84,4室2厅,平层,东南,精装,暂无价格,2012-2013年,塔楼/板楼/塔板结合,10栋,imgs/sz/sz_p33_0.jpg
105115721646,"['龙岗区', '布吉水径']",万科麓山,暂无价格,暂无价格,97,3室2厅,平层,南,精装,暂无价格,2018-2019年,塔楼/塔板结合,11栋,imgs/sz/sz_p39_0.jpg
105115968577,"['南山区', '前海']",诺德假日花园,630,94837,66.43,2室1厅,平层,东 东南,精装,暂无价格,2003-2009年,板楼/塔板结合,9栋,imgs/sz/sz_p1_1.jpg
105115920272,"['福田区', '百花']",国城花园,暂无价格,暂无价格,102.52,3室2厅,平层,北,其他,暂无价格,1992-2015年,塔楼/塔板结合,2栋,imgs/sz/sz_p5_1.jpg
105115947279,"['龙岗区', '布吉大芬']",康达尔花园一期,459,37260,123.19,5室2厅,平层,南,简装,暂无价格,2001年,板楼/塔板结合,6栋,imgs/sz/sz_p3_1.jpg
105115917604,"['宝安区', '福永']",星航华府二期,388,49585,78.25,3室2厅,平层,东北,其他,暂无价格,2012-2017年,塔板结合,2栋,imgs/sz/sz_p7_1.jpg
105115903761,"['南山区', '南头']",前海东岸,暂无价格,暂无价格,88.15,3室2厅,平层,西南,精装,暂无价格,2007-2018年,板楼/塔板结合,5栋,imgs/sz/sz_p9_1.jpg
105115876474,"['南山区', '科技园']",华润城润府一期,暂无价格,暂无价格,82.52,2室1厅,平层,东北,其他,暂无价格,2003-2020年,塔楼/板楼,11栋,imgs/sz/sz_p13_1.jpg
105115891556,"['龙岗区', '坂田']",佳兆业中央广场三期,暂无价格,暂无价格,79.31,3室1厅,平层,东南 南,精装,暂无价格,2011-2019年,塔楼/板楼/塔板结合,16栋,imgs/sz/sz_p11_1.jpg
105115746580,"['盐田区', '沙头角']",倚山花园二期,暂无价格,暂无价格,76.8,2室1厅,平层,西南,其他,暂无价格,2001-2015年,板楼,2栋,imgs/sz/sz_p35_1.jpg
105115866181,"['福田区', '上步']",红岭大厦,300,55036,54.51,2室1厅,平层,东北,其他,暂无价格,1985-1986年,塔楼/塔板结合,5栋,imgs/sz/sz_p15_1.jpg
105115855229,"['罗湖区', '布心']",淘金山·湖景花园二期,暂无价格,暂无价格,83.46,3室1厅,平层,南,简装,暂无价格,2006-2014年,塔楼,13栋,imgs/sz/sz_p17_1.jpg
105115829937,"['龙岗区', '龙岗中心城']",宝能悦澜山花园,暂无价格,暂无价格,143.13,4室1厅,平层,东南,其他,暂无价格,2014-2015年,塔楼,7栋,imgs/sz/sz_p21_1.jpg
105115805903,"['龙华区', '坂田']",龙岸花园一期,暂无价格,暂无价格,81.07,3室1厅,平层,南,简装,暂无价格,2009-2010年,塔板结合,27栋,imgs/sz/sz_p25_1.jpg
