1.06E+11,"['沙坪坝', '西永']",万科招商理想城星辰,138,13800,100,3室1厅,平层,南,精装,13885元/㎡,2018-2022年,塔楼/塔板结合,9栋,imgs/cq/cq_p12_0.jpg
1.06E+11,"['九龙坡', '石坪桥']",万科西九,62,11719,52.91,2室1厅,平层,东南,简装,14341元/㎡,2000-2018年,塔楼/塔板结合,11栋,imgs/cq/cq_p1_0.jpg
1.06E+11,"['沙坪坝', '凤天路']",华宇城M8,160,13982,114.44,3室2厅,平层,东,其他,16885元/㎡,2018-2022年,塔楼,5栋,imgs/cq/cq_p22_0.jpg
1.06E+11,"['大渡口', '跳蹬']",金科中建集美阳光,76,7677,99,3室2厅,平层,南,毛坯,9060元/㎡,2011-2022年,塔楼/塔板结合,37栋,imgs/cq/cq_p11_0.jpg
1.06E+11,"['江北', '海尔路']",中亿阳明山水,115,14744,78,2室1厅,平层,东南,其他,14412元/㎡,2007-2021年,塔楼,19栋,imgs/cq/cq_p20_0.jpg
1.06E+11,"['大渡口', '九宫庙']",琅樾江山,135,10867,124.23,3室2厅,平层,东南,毛坯,12020元/㎡,2015-2021年,塔楼/板楼/塔板结合,41栋,imgs/cq/cq_p12_1.jpg
1.06E+11,"['万州', '观音岩']",恒森星都会,68,8608,79,3室1厅,平层,东南,其他,7160元/㎡,暂无数据,塔板结合,7栋,imgs/cq/cq_p7_0.jpg
1.06E+11,"['沙坪坝', '西永']",桂语九里南区,288,17968,160.29,4室2厅,平层,南,精装,12596元/㎡,2018-2021年,塔楼/板楼,16栋,imgs/cq/cq_p22_1.jpg
1.06E+11,"['巴南', '李家沱']",千江府二期,95,9724,97.7,3室2厅,平层,南,其他,10178元/㎡,2018-2021年,塔楼/板楼/塔板结合,23栋,imgs/cq/cq_p1_1.jpg
1.06E+11,"['江北', '黄泥磅']",樱花俪舍,50,12924,38.69,1室1厅,平层,东南,简装,11505元/㎡,2002-2005年,塔楼,2栋,imgs/cq/cq_p2_0.jpg
1.06E+11,"['江北', '大石坝']",华润中央公园,165,14966,110.25,3室1厅,平层,东,精装,15407元/㎡,2010-2015年,塔板结合/平房,19栋,imgs/cq/cq_p4_0.jpg
1.06E+11,"['渝北', '嘉州']",白鹤林小区,90,10128,88.87,2室1厅,平层,东南,简装,11395元/㎡,1998-2006年,塔楼,2栋,imgs/cq/cq_p11_1.jpg
1.06E+11,"['巴南', '融汇半岛']",越昕晖,108,12000,90,3室2厅,平层,西南,其他,12137元/㎡,2013-2017年,塔楼/板楼/塔板结合,34栋,imgs/cq/cq_p12_2.jpg
1.06E+11,"['沙坪坝', '石桥铺']",华宇时代星都,115,12241,93.95,3室2厅,平层,东南,毛坯,14197元/㎡,2015-2017年,塔楼/板楼/塔板结合,6栋,imgs/cq/cq_p22_2.jpg
1.06E+11,"['沙坪坝', '西永']",重庆融创文旅城御澜,92,8359,110.07,3室2厅,平层,南,毛坯,11282元/㎡,2018-2022年,塔楼,11栋,imgs/cq/cq_p1_2.jpg
1.06E+11,"['江北', '五里店']",融景城朗峰,175,17317,101.06,3室2厅,平层,北,精装,19748元/㎡,2016-2018年,塔楼/板楼,5栋,imgs/cq/cq_p2_1.jpg
1.06E+11,"['渝北', '回兴']",金鹏两江时光,56,10371,54,1室1厅,平层,南,其他,11380元/㎡,2011-2017年,塔楼,14栋,imgs/cq/cq_p10_0.jpg
1.06E+11,"['沙坪坝', '西永']",金科天宸三街区,108,13150,82.13,3室2厅,平层,南,精装,13369元/㎡,2010-2018年,塔楼/板楼/塔板结合,9栋,imgs/cq/cq_p4_1.jpg
1.06E+11,"['九龙坡', '陈家坪']",春风与湖,139.8,15251,91.67,3室2厅,平层,南,精装,14342元/㎡,2011-2020年,塔楼/板楼/塔板结合,20栋,imgs/cq/cq_p11_2.jpg
1.06E+11,"['江北', '观音桥']",鹏润蓝海C区,125,14571,85.79,3室1厅,平层,南,其他,12945元/㎡,2006-2008年,塔楼,7栋,imgs/cq/cq_p22_3.jpg
1.06E+11,"['沙坪坝', '大学城']",龙湖U城二组团,200,14460,138.32,3室1厅,平层,南,其他,17888元/㎡,2012-2015年,板楼/塔板结合,13栋,imgs/cq/cq_p26_0.jpg
1.06E+11,"['万州', '五桥']",长龙家园一区,66.8,5898,113.27,3室2厅,平层,南,精装,4813元/㎡,2015年,暂无数据,34栋,imgs/cq/cq_p7_2.jpg
1.06E+11,"['南岸', '茶园新区']",光华安纳溪湖观澜,110,11341,97,3室2厅,平层,南,精装,11275元/㎡,2015-2017年,塔楼/塔板结合,7栋,imgs/cq/cq_p12_3.jpg
1.06E+11,"['南岸', '七公里']",万科金域学府翰林5期锦书里,115,14820,77.6,3室2厅,平层,东南,其他,14051元/㎡,2012-2020年,塔楼/塔板结合,7栋,imgs/cq/cq_p22_4.jpg
